Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice;SalePrice_log;Lot Area_log;Total Bsmt SF_log;TotalPorchSF;HouseAge;YearsSinceRemodel;IsRenovated;GrLivArea_m2;LotArea_boxcox;SalePrice_boxcox
2252;914460110;RL;44.0;12864;Pave;CulDSac;Mitchel;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1409.0;GasA;1409;1;1;1;1;4;1;Attchd;2002.0;2.0;576.0;0;NoFence;NoFeature;0;7;2007;245000;12.409013489526863;9.462187991418748;7.251344983372214;289;5;5;0;130.9;18.572908860972433;13.016611858938306
2253;914476330;RL;0.0;9928;Pave;CulDSac;Mitchel;1Fam;1Story;7;5;1991;1992;Gable;CompShg;HdBoard;HdBoard;TA;PConc;1454.0;GasA;1478;2;0;3;1;6;1;Attchd;1991.0;2.0;506.0;0;NoFence;NoFeature;0;5;2007;210000;12.254862809699606;9.203114326884442;7.282761179605593;22;16;15;1;137.31;17.705408166042165;12.84722279351664
2254;914478020;RL;69.22;8750;Pave;Inside;Mitchel;1Fam;SLvl;7;6;1975;1975;Gable;CompShg;Plywood;Plywood;TA;CBlock;852.0;GasA;918;1;0;3;0;4;0;Attchd;1975.0;1.0;360.0;0;NoFence;NoFeature;0;3;2007;148000;11.904967552746252;9.07680897935166;6.748759547491679;84;32;32;0;85.28;17.29291497048743;12.463478955760811
2255;914478100;RL;82.0;8410;Pave;Corner;Mitchel;1Fam;SFoyer;6;6;1974;1974;Gable;CompShg;Plywood;Plywood;TA;CBlock;970.0;GasA;1026;1;0;2;1;5;1;Attchd;1974.0;2.0;528.0;0;NoFence;NoFeature;0;4;2007;143000;11.870599909242044;9.037176752966994;6.878326468291325;0;33;33;0;95.32;17.16486680325798;12.425841943326782
2256;916226090;RL;46.0;4054;Pave;Inside;Timber;TwnhsE;1Story;7;6;1987;1987;Gable;CompShg;VinylSd;VinylSd;Gd;BrkTil;1501.0;GasA;1501;2;0;2;1;5;2;Attchd;1987.0;2.0;512.0;0;NoFence;NoFeature;0;10;2007;244000;12.404923504275338;8.307459327011946;7.31455283232408;0;20;20;0;139.45;14.920941947785892;13.012114984802873
2257;916253320;RM;69.22;9763;Pave;Inside;GrnHill;TwnhsE;1Story;7;5;1998;1998;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;PConc;1502.0;GasA;1502;1;1;1;1;5;1;Attchd;1998.0;1.0;286.0;0;NoFence;NoFeature;0;9;2007;330000;12.706847933442663;9.186355009225672;7.315218389752975;0;9;9;0;139.54;17.650285931372867;13.344454299392162
2258;916326040;RL;115.0;16905;Pave;Inside;Timber;1Fam;1Story;5;6;1959;1959;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1350.0;GasA;1328;1;1;2;1;5;2;Attchd;1959.0;1.0;308.0;0;NoFence;NoFeature;0;7;2007;170000;12.043553716032399;9.735364715141987;7.208600337960199;104;48;48;0;123.38;19.51970878221241;12.615349086498098
2259;916326090;RL;149.0;19958;Pave;Inside;Timber;1Fam;1Story;6;8;1958;1995;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;585.0;GasA;2279;2;1;4;1;7;1;Attchd;1958.0;2.0;461.0;0;GdPrv;NoFeature;0;7;2007;257000;12.456831363877356;9.901385344444257;6.373319789577012;138;49;12;1;211.73;20.11169491930118;13.069197287977687
2260;916384050;RL;67.0;8368;Pave;Inside;Timber;1Fam;1Story;7;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1689.0;GasA;1689;2;0;3;1;7;0;Attchd;2007.0;2.0;433.0;0;NoFence;NoFeature;0;4;2007;231713;12.353254815881487;9.032170186304704;7.432483807917119;39;1;0;1;156.91;17.148737734668753;12.95531818377962
2261;916384070;RL;68.0;8298;Pave;Inside;Timber;1Fam;1Story;8;5;2006;2007;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1546.0;GasA;1564;2;0;2;1;6;1;Attchd;2207.0;2.0;502.0;0;NoFence;NoFeature;0;9;2007;267300;12.49612690212701;9.023769800892813;7.344072850573066;0;1;0;1;145.3;17.121698677860767;13.112425074390993
2262;916384080;RL;64.0;9037;Pave;Inside;Timber;1Fam;1Story;8;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1476.0;GasA;1484;2;0;2;1;6;1;Attchd;2006.0;2.0;472.0;0;NoFence;NoFeature;0;12;2007;265900;12.490875577231112;9.109082539901955;7.29776828253138;33;1;1;0;137.87;17.397674477474585;13.106647505235289
2263;916384150;RL;89.0;10991;Pave;Inside;Timber;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1571.0;GasA;1571;2;0;3;1;7;1;Attchd;2007.0;3.0;722.0;0;NoFence;NoFeature;0;12;2007;239000;12.384218830913648;9.3048320350689;7.360103972989152;36;0;0;0;145.95;18.042541278543087;12.989352680916806
2264;916386170;RL;67.0;10656;Pave;Inside;Timber;1Fam;1Story;8;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1638.0;GasA;1646;2;0;3;1;6;1;Attchd;2007.0;3.0;870.0;0;NoFence;NoFeature;0;11;2007;248900;12.424806488355683;9.273878392780171;7.40184157874383;80;1;0;1;152.92;17.939478112293425;13.033977331159317
2265;916403040;RL;42.0;10331;Pave;CulDSac;Timber;1Fam;1Story;7;7;1985;1985;Gable;CompShg;Plywood;Plywood;TA;CBlock;1265.0;GasA;1240;2;0;3;1;6;0;Attchd;1985.0;2.0;528.0;0;NoFence;NoFeature;0;7;2007;174000;12.066810578196666;9.242904362849446;7.143617602704121;0;22;22;0;115.2;17.83675973057435;12.640850968964834
2266;916403290;RL;44.0;13758;Pave;CulDSac;Timber;1Fam;1.5Fin;7;5;1990;1991;Gable;CompShg;HdBoard;HdBoard;Gd;CBlock;1156.0;GasA;1717;2;1;3;1;7;1;Attchd;1990.0;2.0;400.0;0;NoFence;NoFeature;0;4;2007;187500;12.141534124392603;9.52937575208596;7.053585727193677;36;17;16;1;159.51;18.80267788022719;12.722818384055772
2267;916455010;RL;0.0;9303;Pave;Corner;Timber;1Fam;2Story;6;5;1996;1997;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;872.0;GasA;1756;2;1;3;1;7;0;Attchd;1996.0;2.0;422.0;0;NoFence;NoFeature;0;7;2007;204000;12.225875272826354;9.138092207768558;6.771935555839602;122;11;10;1;163.14;17.492213782794693;12.815392017709932
2268;916455050;RL;69.22;6718;Pave;Inside;Timber;1Fam;1Story;8;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1267.0;GasA;1312;2;0;2;1;5;0;Attchd;2001.0;2.0;471.0;0;NoFence;NoFeature;0;1;2007;180500;12.103486056755072;8.812545770172237;7.145196134997171;28;6;6;0;121.89;16.451391570938195;12.681076000537859
2269;916455110;RL;73.0;9590;Pave;Corner;Timber;1Fam;SLvl;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;868.0;GasA;1146;2;0;3;1;6;1;Attchd;2003.0;2.0;438.0;0;NoFence;NoFeature;0;5;2007;187500;12.141534124392603;9.168476167877484;6.767343125265392;22;4;4;0;106.47;17.591613252400297;12.722818384055772
2270;916455150;RL;80.0;11305;Pave;Inside;Timber;1Fam;1Story;8;5;2002;2002;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1922.0;GasA;1922;2;0;2;1;6;1;Attchd;2002.0;3.0;692.0;0;NoFence;NoFeature;0;4;2007;282000;12.54966234992025;9.33300038471207;7.56164174558878;64;5;5;0;178.56;18.13669022205911;13.171338637195818
2271;916460020;RL;69.22;7777;Pave;Inside;Timber;1Fam;1Story;6;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1491.0;GasA;1491;2;0;3;1;7;1;Attchd;1996.0;2.0;571.0;0;NoFence;NoFeature;0;11;2007;178000;12.089538829274222;8.958925938694943;7.307872780763706;35;11;11;0;138.52;16.9139668743472;12.665777593412745
2272;916475020;RL;85.0;14536;Pave;Inside;Timber;1Fam;1Story;8;5;2002;2003;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1616.0;GasA;1629;2;0;3;1;9;1;Attchd;2002.0;3.0;808.0;0;NoFence;NoFeature;0;11;2007;270000;12.506177237980511;9.584383610076006;7.388327859577107;252;5;4;1;151.34;18.9922879732985;13.123483218321354
2273;916477060;RL;69.22;11800;Pave;Inside;Timber;1Fam;2Story;7;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1122.0;GasA;2486;3;1;5;1;10;1;BuiltIn;2003.0;2.0;452.0;0;NoFence;NoFeature;0;7;2007;279900;12.542187675503545;9.375854810453756;7.023758954738443;32;4;3;1;230.96;18.280585666432458;13.163111616645235
2274;917425190;RL;50.0;35133;Grvl;Inside;Timber;1Fam;1Story;5;4;1963;1963;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1572.0;GasA;1572;1;1;3;1;5;2;2Types;1963.0;3.0;995.0;0;NoFence;NoFeature;0;5;2007;186700;12.137258329529814;10.466896138710247;7.360739903058278;526;44;44;0;146.04;22.22639146912573;12.718126821000734
2275;921126010;RL;93.0;15306;Pave;Corner;Timber;1Fam;1Story;8;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1732.0;GasA;1776;2;0;3;1;7;1;Attchd;2006.0;3.0;712.0;0;NoFence;NoFeature;0;5;2007;283463;12.554836882168736;9.636000187369866;7.457609289715606;0;1;0;1;165.0;19.17144087613609;13.177034275423855
2276;921128030;RL;85.0;12633;Pave;Inside;Timber;1Fam;1Story;10;5;2006;2007;Hip;CompShg;MetalSd;MetalSd;Ex;PConc;1824.0;GasA;1824;2;0;3;1;8;1;Attchd;2006.0;3.0;932.0;0;NoFence;NoFeature;0;9;2007;392000;12.8790171187726;9.444067716830038;7.509335266016592;144;1;0;1;169.46;18.51128255455694;13.534310934656345
2277;921205070;RL;88.0;12665;Pave;Inside;Timber;1Fam;2Story;8;5;2005;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1094.0;GasA;2482;2;1;4;1;9;1;BuiltIn;2005.0;3.0;642.0;0;NoFence;NoFeature;0;2;2007;281213;12.54686766829102;9.446597562435775;6.9985096422506015;39;2;1;1;230.59;18.519877772958477;13.168262608304156
2278;923202134;RL;70.0;8402;Pave;Inside;Mitchel;1Fam;1Story;5;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1120.0;GasA;1120;1;0;3;1;6;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;12;2007;147000;11.898187865760873;9.036225051729327;7.02197642307216;30;0;0;0;104.05;17.161800014051835;12.456053539181905
2279;923202220;RL;200.0;43500;Pave;Inside;Mitchel;1Fam;1Story;3;5;1953;1953;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;0.0;GasA;2034;1;0;2;1;9;0;2Types;1953.0;4.0;1041.0;561;GdPrv;NoFeature;0;6;2007;130000;11.77528972943772;10.680516217076775;0.0;266;54;54;0;188.96;23.066380181251525;12.3215166940766
2280;923203010;RM;62.0;6710;Pave;FR3;Mitchel;TwnhsE;SFoyer;6;5;1996;1997;Gable;CompShg;VinylSd;VinylSd;TA;PConc;920.0;GasA;936;0;1;0;1;3;0;Attchd;1996.0;2.0;460.0;0;NoFence;NoFeature;0;6;2007;140000;11.84939770159144;8.811354229965728;6.825460036255307;40;11;10;1;86.96;16.447662050283128;12.402627716189974
2281;923204050;RL;94.0;25286;Pave;Inside;Mitchel;1Fam;1Story;4;5;1963;1963;Gable;CompShg;HdBoard;Plywood;TA;PConc;1064.0;GasA;1040;1;0;3;1;5;0;Attchd;1963.0;2.0;648.0;0;NoFence;NoFeature;0;1;2007;132250;11.792449349720545;10.138006161871843;6.970730078143525;0;44;44;0;96.62;20.977723899689856;12.340293775217765
2282;923204140;RL;100.0;25000;Pave;Inside;Mitchel;Duplex;1Story;5;4;1967;1967;Gable;CompShg;HdBoard;Plywood;TA;CBlock;1632.0;GasA;1632;2;0;4;2;8;0;Attchd;1967.0;2.0;576.0;0;NoFence;NoFeature;0;6;2007;143000;11.870599909242044;10.126631103850338;7.398174092970465;0;40;40;0;151.62;20.935481405790835;12.425841943326782
2283;923205025;RL;69.22;32463;Pave;Inside;Mitchel;2fmCon;1Story;4;4;1961;1975;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1249.0;GasA;1622;1;0;3;1;7;1;2Types;1975.0;4.0;1356.0;0;NoFence;NoFeature;0;3;2007;168000;12.031719258385396;10.387856258239758;7.1308988302963465;0;46;32;1;150.69;21.921435760973306;12.602373971023152
2284;923225040;RM;44.0;4224;Pave;Inside;MeadowV;TwnhsE;1Story;5;7;1976;1976;Gable;CompShg;CemntBd;CmentBd;TA;PConc;1040.0;GasA;1060;1;0;3;1;6;1;Attchd;1976.0;2.0;572.0;0;NoFence;NoFeature;0;6;2007;129900;11.77452020265869;8.348537825386098;6.947937068614969;110;31;31;0;98.48;15.041707797534311;12.32067468962784
2285;923225050;RM;44.0;4224;Pave;Inside;MeadowV;TwnhsE;1Story;5;5;1976;1976;Gable;CompShg;CemntBd;CmentBd;TA;PConc;1142.0;GasA;1142;1;1;3;1;6;1;Attchd;1976.0;2.0;528.0;0;MnPrv;NoFeature;0;8;2007;134000;11.805595078933049;8.348537825386098;7.04141166379481;90;31;31;0;106.1;15.041707797534311;12.35468028336025
2286;923226300;RM;21.0;1504;Pave;Inside;MeadowV;Twnhs;2Story;4;4;1972;1972;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;546.0;GasA;1092;1;1;3;1;5;0;Attchd;1972.0;1.0;253.0;0;NoFence;NoFeature;0;5;2007;85500;11.356271654924852;7.315883504509785;6.304448802421981;0;35;35;0;101.45;12.192483374640737;11.863765659452275
2287;923228200;RM;69.22;1533;Pave;Inside;MeadowV;Twnhs;SLvl;4;5;1970;1970;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;530.0;GasA;992;1;0;2;1;4;0;BuiltIn;1970.0;1.0;297.0;0;NoFence;NoFeature;0;7;2007;106500;11.575900264131617;7.334981878871814;6.274762021241939;97;37;37;0;92.16;12.241794600629232;12.103513323984014
2288;923228220;RM;21.0;1495;Pave;Inside;MeadowV;TwnhsE;2Story;4;6;1970;1970;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;546.0;GasA;1092;1;1;3;1;5;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;5;2007;93900;11.449985665196355;7.3098814858247865;6.304448802421981;64;37;37;0;101.45;12.177011573488457;11.966015101690452
2289;923228250;RM;21.0;2001;Pave;Inside;MeadowV;Twnhs;2Story;4;5;1970;1970;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;546.0;GasA;1092;1;1;3;1;6;0;Attchd;1970.0;1.0;286.0;0;NoFence;NoFeature;0;1;2007;75000;11.225243392518447;7.601402334583733;6.304448802421981;0;37;37;0;101.45;12.942550133371492;11.720926145848017
2290;923228290;RM;21.0;1936;Pave;Inside;MeadowV;Twnhs;SFoyer;4;6;1970;1970;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;630.0;GasA;630;1;0;1;1;3;0;NoGarage;0.0;0.0;0.0;0;MnPrv;NoFeature;0;12;2007;84500;11.344506813345266;7.568379267836522;6.447305862541213;0;37;37;0;58.53;12.854372634847323;11.850934455345982
2291;923228390;RM;21.0;1890;Pave;Inside;MeadowV;Twnhs;2Story;4;3;1976;1976;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;546.0;GasA;1092;1;1;3;1;6;0;Attchd;1976.0;1.0;286.0;0;GdWo;NoFeature;0;4;2007;75190;11.227773522372072;7.5443321080536885;6.304448802421981;0;31;31;0;101.45;12.790399251524914;11.723682994204728
2292;923229010;RL;0.0;11333;Pave;Corner;Mitchel;1Fam;SLvl;6;5;1976;1976;Gable;CompShg;HdBoard;HdBoard;TA;PConc;1029.0;GasA;1062;1;0;3;1;5;2;Attchd;1976.0;2.0;539.0;0;NoFence;NoFeature;0;5;2007;146800;11.896826395162552;9.335474102732949;6.937314081223682;0;31;31;0;98.66;18.144974708433317;12.454562442054751
2293;923229040;RL;72.0;9129;Pave;Inside;Mitchel;1Fam;SFoyer;5;5;1977;1977;Gable;CompShg;Plywood;Plywood;TA;PConc;923.0;GasA;1008;1;0;1;1;4;1;Attchd;1977.0;2.0;678.0;0;MnPrv;NoFeature;0;7;2007;153500;11.941455846009388;9.119211438565081;6.828712071641684;66;30;30;0;93.65;17.43064309737343;12.50344917702419
2294;923229100;RL;0.0;15957;Pave;Corner;Mitchel;1Fam;SLvl;6;6;1977;1977;Gable;CompShg;HdBoard;Plywood;TA;PConc;1244.0;GasA;1356;2;0;3;1;6;1;Attchd;1977.0;2.0;528.0;0;MnPrv;NoFeature;0;9;2007;188000;12.144197241812087;9.677652883410428;7.126890808898808;0;30;30;0;125.98;19.316886280430573;12.725740534220071
2295;923229140;RL;61.0;33983;Pave;Inside;Mitchel;1Fam;1Story;5;6;1977;1994;Gable;CompShg;Plywood;Plywood;TA;PConc;1160.0;GasA;1676;1;1;3;1;6;2;Attchd;1977.0;2.0;672.0;0;GdPrv;NoFeature;0;5;2007;196000;12.185869938212655;10.433615678556617;7.057036981697891;90;30;13;1;155.71;22.097606580482733;12.771474347256378
2296;923230010;RL;68.0;8286;Pave;Corner;Mitchel;1Fam;2Story;5;7;1977;1977;Gable;CompShg;Plywood;Plywood;TA;PConc;716.0;GasA;1432;1;1;3;1;6;1;Attchd;1977.0;2.0;531.0;0;GdPrv;NoFeature;0;6;2007;157000;11.964001084330445;9.022322622637347;6.57507584059962;376;30;30;0;133.04;17.117043487525613;12.528151387785533
2297;923230120;RL;50.0;6723;Pave;Inside;Mitchel;1Fam;SFoyer;5;7;1971;1971;Gable;CompShg;Wd Sdng;HdBoard;TA;CBlock;796.0;GasA;796;1;0;2;1;5;0;NoGarage;0.0;0.0;0.0;0;GdWo;NoFeature;0;9;2007;138000;11.835008964139341;8.813289762469037;6.680854678790215;0;36;36;0;73.95;16.453720558540798;12.386875678006485
2298;923230180;RL;54.0;7244;Pave;Inside;Mitchel;1Fam;SFoyer;5;7;1970;1970;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;768.0;GasA;768;1;0;2;1;5;0;Detchd;1987.0;2.0;624.0;0;NoFence;NoFeature;0;4;2007;129500;11.771436160121729;8.887928819003305;6.645090969505644;0;37;37;0;71.35;16.68851411291156;12.317300227087673
2299;923251160;RL;124.0;27697;Pave;Inside;Mitchel;1Fam;1Story;4;3;1961;1961;Shed;CompShg;Plywood;Plywood;TA;CBlock;1396.0;GasA;1608;1;0;3;1;6;0;Attchd;1961.0;1.0;444.0;0;NoFence;NoFeature;0;11;2007;80000;11.289781913656018;10.229079383061112;7.242082359256962;38;46;46;0;149.39;21.31818674067075;11.791264468814372
2300;923252080;RL;69.0;7599;Pave;Corner;Mitchel;1Fam;1Story;4;6;1982;2006;Gable;CompShg;HdBoard;Plywood;TA;CBlock;845.0;GasA;845;1;0;2;1;4;0;Detchd;1987.0;2.0;360.0;0;NoFence;NoFeature;0;6;2007;129500;11.771436160121729;8.935771938669784;6.740519359606223;0;25;1;1;78.5;16.840213018113456;12.317300227087673
2301;923275010;RL;0.0;11000;Pave;Corner;Mitchel;1Fam;1Story;5;6;1976;2003;Gable;CompShg;Plywood;Plywood;TA;PConc;1090.0;GasA;1178;1;1;3;1;6;0;Attchd;1976.0;2.0;502.0;0;MnPrv;NoFeature;0;6;2007;135000;11.813030057420567;9.305650551780507;6.994849985833071;132;31;4;1;109.44;18.045272219701452;12.362817663265616
2302;923275200;RL;76.0;8314;Pave;Corner;Mitchel;1Fam;1Story;5;7;1982;1982;Gable;CompShg;HdBoard;ImStucc;TA;CBlock;816.0;GasA;816;1;0;2;1;5;0;Attchd;1982.0;1.0;264.0;0;NoFence;NoFeature;0;6;2007;124500;11.732060994886899;9.025696119812583;6.705639094860003;0;25;25;0;75.81;17.127896490736717;12.274224148140288
2303;923276180;RL;65.0;11625;Pave;Inside;Mitchel;1Fam;1Story;5;7;1983;1983;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;816.0;GasA;816;1;0;2;1;4;0;Attchd;1983.0;1.0;264.0;0;MnPrv;NoFeature;0;5;2007;139000;11.842229212112828;9.360913230455557;6.705639094860003;0;24;24;0;75.81;18.23032453670725;12.394779811778188
2304;923400150;RL;63.0;10712;Pave;Inside;Mitchel;1Fam;1Story;5;5;1991;1992;Gable;CompShg;HdBoard;HdBoard;TA;PConc;974.0;GasA;974;1;0;3;1;5;0;NoGarage;0.0;0.0;0.0;0;MnPrv;NoFeature;0;9;2007;93500;11.44571671527678;9.279119887371008;6.882437470997847;28;16;15;1;90.49;17.95690113943004;11.961355745128511
2305;923425030;RL;62.0;10447;Pave;Inside;Mitchel;1Fam;1Story;5;6;1984;1984;Gable;CompShg;Plywood;HdBoard;TA;CBlock;864.0;GasA;887;1;0;3;1;5;0;Attchd;1984.0;1.0;288.0;0;NoFence;NoFeature;0;12;2007;124500;11.732060994886899;9.254070134837509;6.762729506931879;0;23;23;0;82.4;17.873741015198956;12.274224148140288
2306;526302030;RL;69.22;11027;Pave;Inside;NAmes;1Fam;1Story;6;5;1954;1954;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1178.0;GasA;1293;2;0;2;1;5;0;Attchd;1954.0;2.0;452.0;0;NoFence;NoFeature;0;5;2006;149900;11.917723684090689;9.308102089758679;7.072421900537371;0;52;52;0;120.12;18.05345338873283;12.47745108488073
2307;526302040;RL;85.0;10533;Pave;Inside;NAmes;1Fam;1Story;6;6;1956;1956;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;1008.0;GasA;1024;1;0;2;1;5;2;Attchd;1956.0;1.0;313.0;0;NoFence;NoFeature;0;8;2006;157500;11.967180737247824;9.262268464836541;6.9167150203536085;280;50;50;0;95.13;17.900928128128797;12.531635590453874
2308;526302120;RL;0.0;11765;Pave;Corner;NAmes;1Fam;1Story;5;5;1957;1957;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1617.0;GasA;1797;1;1;3;1;7;1;Attchd;1957.0;3.0;963.0;0;NoFence;NoFeature;0;6;2006;169000;12.037653993905211;9.372884301161463;7.388946097618437;0;49;49;0;166.95;18.270585593408786;12.60888057610785
2309;526303060;RL;0.0;39384;Pave;CulDSac;NAmes;1Fam;1Story;6;6;1957;1957;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1705.0;GasA;1390;1;1;1;1;4;2;Attchd;1957.0;2.0;550.0;0;NoFence;NoFeature;0;10;2006;252000;12.437184366493561;10.581114921438036;7.441906728051625;189;49;49;0;129.14;22.672626930653067;13.047589112320436
2310;526354020;RL;90.0;11727;Pave;Corner;NAmes;1Fam;1Story;7;6;1969;1969;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1851.0;GasA;1851;2;0;3;1;8;1;Attchd;1969.0;2.0;506.0;0;NoFence;NoFeature;0;3;2006;192100;12.165771348756648;9.369649154461065;7.524021415206125;146;37;37;0;171.96;18.259699006437337;12.749415277256306
2311;527105060;RL;60.0;8238;Pave;Inside;Gilbert;1Fam;2Story;6;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;813.0;GasA;1525;2;1;3;1;6;1;Attchd;1997.0;2.0;400.0;0;NoFence;NoFeature;0;5;2006;183500;12.119969946476761;9.016512874996026;6.70196036600254;72;9;8;1;141.68;17.098363841438967;12.69915891980903
2312;527106010;RL;0.0;13006;Pave;Corner;Gilbert;1Fam;2Story;7;5;1997;1997;Gable;CompShg;HdBoard;HdBoard;TA;PConc;964.0;GasA;2236;2;1;4;1;8;1;BuiltIn;1997.0;2.0;642.0;0;NoFence;NoFeature;0;11;2006;222000;12.310432660854417;9.473166068429098;6.872128101338986;0;9;9;0;207.73;18.61031524725854;12.90826293105333
2313;527107020;RL;69.22;13041;Pave;Inside;Gilbert;1Fam;2Story;6;5;1995;1995;Gable;CompShg;HdBoard;HdBoard;TA;PConc;781.0;GasA;1671;2;1;3;1;7;1;Attchd;1995.0;2.0;423.0;0;NoFence;NoFeature;0;2;2006;170000;12.043553716032399;9.475853519656901;6.661854740545311;84;11;11;0;155.24;18.619480496552214;12.615349086498098
2314;527107030;RL;0.0;13031;Pave;Corner;Gilbert;1Fam;2Story;6;5;1995;1996;Gable;CompShg;HdBoard;HdBoard;TA;PConc;691.0;GasA;1498;2;1;3;1;6;1;Attchd;1995.0;2.0;409.0;0;NoFence;NoFeature;0;7;2006;187500;12.141534124392603;9.475086413144906;6.539585955617669;44;11;10;1;139.17;18.616864041044177;12.722818384055772
2315;527107120;RL;54.0;9783;Pave;Inside;Gilbert;1Fam;2Story;6;5;1996;1996;Gable;CompShg;HdBoard;HdBoard;TA;PConc;821.0;GasA;1776;2;1;3;1;7;1;BuiltIn;1996.0;2.0;443.0;0;NoFence;NoFeature;0;5;2006;202000;12.216022976383341;9.18840146445743;6.71174039505618;116;10;10;0;165.0;17.657010415223727;12.804574965924802
2316;527107240;RL;70.0;11207;Pave;FR2;Gilbert;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;TA;PConc;802.0;GasA;1511;2;1;3;1;8;1;Attchd;1997.0;2.0;413.0;0;NoFence;NoFeature;0;6;2006;185000;12.128111104060462;9.324293862052029;6.688354713946762;75;9;9;0;140.38;18.10755315806823;12.708090655841389
2317;527108010;RL;134.0;19378;Pave;Corner;Gilbert;1Fam;2Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1392.0;GasA;2462;2;1;4;1;9;1;Attchd;2006.0;2.0;576.0;0;NoFence;NoFeature;0;3;2006;320000;12.676076274775909;9.87189368094495;7.239214973779806;300;1;0;1;228.73;20.005603676089923;13.3105476896907
2318;527108020;RL;50.0;14859;Pave;CulDSac;Gilbert;1Fam;1Story;7;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1670.0;GasA;1670;2;0;3;1;7;1;Attchd;2006.0;3.0;690.0;0;NoFence;NoFeature;0;8;2006;240000;12.388394202324129;9.606361021256347;7.421177528595393;60;0;0;0;155.15;19.06842170753334;12.993942710759493
2319;527108030;RL;50.0;13128;Pave;CulDSac;Gilbert;1Fam;2Story;8;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1074.0;GasA;2064;2;1;4;1;7;1;Attchd;2005.0;2.0;527.0;0;NoFence;NoFeature;0;1;2006;250000;12.429216196844383;9.482502632769927;6.980075940561763;119;1;1;0;191.75;18.6421702588587;13.038826478827193
2320;527108040;RL;72.0;10463;Pave;CulDSac;Gilbert;1Fam;2Story;8;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;893.0;GasA;1801;2;1;3;1;8;1;Attchd;2005.0;3.0;800.0;0;NoFence;NoFeature;0;6;2006;239900;12.387977448827787;9.255600503381046;6.795705775173514;116;1;1;0;167.32;17.87881379742114;12.993484562662529
