Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;1st Flr SF;2nd Flr SF;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice
2555;534451050;RL;51.0;4712;Pave;Inside;BrkSide;1Fam;1.5Fin;4;7;1946;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;747.0;GasA;774;456;1230;1;1;3;1;5;0;Detchd;1946.0;1.0;305.0;57;0;0;63;0;MnPrv;;0;8;2006;121600
2556;534451120;RL;51.0;5900;Pave;Inside;BrkSide;1Fam;1Story;4;7;1923;1958;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;440.0;GasA;869;0;869;1;0;2;1;4;0;;;0.0;0.0;0;0;0;0;0;;;0;8;2006;85500
2557;534451130;RL;52.0;5825;Pave;Inside;BrkSide;1Fam;1Story;4;5;1926;1953;Gable;CompShg;MetalSd;MetalSd;TA;PConc;600.0;GasA;747;0;747;1;0;1;1;5;0;Detchd;1953.0;2.0;528.0;0;32;0;0;0;;;0;6;2006;79900
2558;534453150;RL;92.0;7438;Pave;Inside;BrkSide;1Fam;1.5Fin;5;8;1908;1991;Gable;CompShg;AsbShng;Plywood;TA;PConc;504.0;GasA;936;316;1252;1;0;3;1;5;0;Attchd;1986.0;2.0;576.0;0;0;0;0;0;MnPrv;;0;6;2006;127000
2559;534455080;RL;80.0;9600;Pave;Inside;NAmes;1Fam;1Story;5;6;1961;1990;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;1251.0;GasA;1433;0;1433;1;0;3;1;7;1;Attchd;1961.0;2.0;441.0;0;205;0;0;0;;;0;6;2006;161000
2560;534475160;RL;89.0;10858;Pave;Corner;NAmes;1Fam;1Story;5;6;1952;1952;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;1444.0;GasA;1624;0;1624;1;0;2;1;6;1;Attchd;1952.0;1.0;240.0;40;324;0;0;0;MnPrv;;0;7;2006;146500
2561;534476100;RL;80.0;9600;Pave;Inside;NAmes;1Fam;1Story;5;5;1951;1951;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1056.0;GasA;1216;0;1216;1;0;3;1;7;0;Attchd;1951.0;1.0;280.0;0;0;0;0;0;;;0;5;2006;135000
2562;534477030;RL;89.0;10680;Pave;Inside;NAmes;1Fam;1Story;5;3;1951;1951;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;2136.0;GasA;2136;0;2136;2;0;4;1;7;0;Detchd;1951.0;2.0;528.0;30;0;0;0;0;MnPrv;;0;10;2006;137900
2563;534479130;RL;79.0;9490;Pave;Inside;NAmes;1Fam;1.5Fin;6;7;1941;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;806.0;GasA;958;620;1578;1;0;3;1;5;2;Attchd;1941.0;1.0;240.0;0;32;0;0;0;MnPrv;;0;8;2006;133000
2564;534479240;RL;79.0;9462;Pave;Inside;NAmes;1Fam;2Story;5;6;1949;1973;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;704.0;GasA;1024;704;1728;1;1;3;1;7;1;Attchd;1949.0;1.0;234.0;60;0;0;0;0;MnPrv;;0;7;2006;137000
2565;534479300;RL;82.0;9888;Pave;Inside;NAmes;1Fam;1Story;5;6;1954;1975;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;936.0;GasA;936;0;936;1;0;2;1;5;0;Attchd;1954.0;1.0;240.0;0;160;0;0;0;MnPrv;;0;3;2006;121000
2566;535101110;RL;;8917;Pave;Inside;NAmes;Duplex;1Story;5;5;1967;1967;Gable;CompShg;Plywood;Plywood;TA;CBlock;1584.0;GasA;1584;0;1584;2;0;4;2;8;0;Detchd;1967.0;2.0;506.0;0;0;0;0;0;;;0;10;2006;119000
2567;535103070;RL;;12700;Pave;Inside;NAmes;1Fam;SLvl;6;5;1964;1964;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1246.0;GasA;1246;0;1246;1;0;3;1;6;2;Attchd;1964.0;2.0;441.0;69;0;0;0;0;;;0;11;2006;172000
2568;535105160;RL;85.0;8500;Pave;Inside;NAmes;1Fam;1Story;5;3;1961;1961;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1235.0;GasA;1235;0;1235;1;0;2;1;6;0;Attchd;1961.0;2.0;480.0;0;0;0;0;0;GdWo;;0;12;2006;98600
2569;535125060;RL;88.0;14200;Pave;Corner;NAmes;1Fam;2Story;7;6;1966;1966;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;924.0;GasA;1216;941;2157;2;1;4;1;8;2;Attchd;1966.0;2.0;487.0;66;0;0;0;0;GdPrv;;0;5;2006;226000
2570;535150240;RL;75.0;9000;Pave;Inside;NAmes;1Fam;1Story;5;5;1954;1954;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;936.0;GasA;1128;0;1128;1;0;2;1;5;0;Attchd;1954.0;1.0;286.0;0;0;0;0;0;GdWo;;0;6;2006;118000
2571;535150300;RL;174.0;25419;Pave;Corner;NAmes;1Fam;2Story;8;4;1918;1990;Gable;CompShg;Stucco;Stucco;Gd;PConc;1360.0;GasA;1360;1360;3112;2;0;4;1;8;1;Detchd;1918.0;2.0;795.0;16;552;0;0;512;GdPrv;;0;3;2006;235000
2572;535151080;RL;109.0;9723;Pave;Corner;NAmes;1Fam;1Story;6;7;1963;1963;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1008.0;GasA;1008;0;1008;1;0;2;1;5;0;Attchd;1963.0;2.0;430.0;0;0;0;0;0;;;0;10;2006;135000
2573;535151130;RL;70.0;7728;Pave;Inside;NAmes;Duplex;SLvl;5;6;1962;1962;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1106.0;GasA;1190;0;1190;1;0;3;1;6;0;Attchd;1962.0;2.0;540.0;18;0;0;0;0;GdWo;;0;5;2006;132500
2574;535152070;RL;70.0;8163;Pave;Inside;NAmes;1Fam;SLvl;5;6;1959;1959;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1144.0;GasA;1144;0;1144;1;0;3;1;6;1;Attchd;1959.0;1.0;796.0;0;0;0;0;0;;;0;3;2006;143000
2575;535152280;RL;70.0;8400;Pave;Corner;NAmes;1Fam;1Story;5;5;1957;1957;Gable;CompShg;BrkFace;BrkFace;TA;CBlock;1179.0;GasA;1364;0;1364;1;1;3;1;6;1;Attchd;1957.0;1.0;331.0;60;0;0;0;0;GdPrv;;0;3;2006;132000
2576;535176050;RL;80.0;11600;Pave;Inside;NAmes;1Fam;1Story;6;5;1960;1960;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1383.0;GasA;1383;0;1383;1;1;3;1;7;0;Attchd;1960.0;1.0;292.0;45;0;0;0;0;;;0;4;2006;145250
2577;535177100;RL;;9610;Pave;Corner;NAmes;1Fam;1Story;6;6;1958;1958;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1121.0;GasA;1336;0;1336;1;1;3;1;7;1;Attchd;1958.0;2.0;488.0;0;0;0;0;0;;;0;12;2006;162000
2578;535178100;RL;125.0;10000;Pave;Corner;NAmes;1Fam;SLvl;5;6;1956;1956;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1058.0;GasA;1370;0;1370;1;0;3;1;6;1;Basment;1956.0;1.0;300.0;0;0;0;120;0;MnPrv;;0;2;2006;148000
2579;535179050;RL;69.0;14850;Pave;Inside;NAmes;1Fam;1Story;5;5;1957;1957;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1092.0;GasA;1092;0;1092;1;0;2;1;6;1;Attchd;1957.0;1.0;299.0;0;0;0;122;0;MnWw;;0;5;2006;141000
2580;535180020;RL;72.0;10152;Pave;Inside;NAmes;1Fam;1Story;6;6;1956;1994;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1124.0;GasA;1124;0;1124;1;0;3;1;6;1;Attchd;1956.0;1.0;353.0;211;180;0;142;0;;;0;5;2006;153000
2581;535180070;RL;72.0;10011;Pave;Inside;NAmes;1Fam;1Story;5;6;1957;1996;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1070.0;GasA;1236;0;1236;1;0;2;1;6;1;Attchd;1957.0;1.0;447.0;0;0;0;0;0;MnPrv;;0;5;2006;134450
2582;535301010;RL;;7032;Pave;Corner;NAmes;Duplex;SFoyer;5;5;1979;1979;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;943.0;GasA;943;0;943;1;0;2;1;4;2;Detchd;1979.0;2.0;600.0;0;0;0;0;0;;;0;12;2006;135960
2583;535301150;RL;70.0;8092;Pave;Inside;NAmes;1Fam;1Story;6;8;1954;2000;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1050.0;GasA;1050;0;1050;1;0;3;1;6;0;Attchd;1954.0;1.0;286.0;0;0;0;0;0;;;0;6;2006;156000
2584;535303050;RL;75.0;11310;Pave;Inside;NAmes;1Fam;1Story;6;5;1954;1954;Hip;CompShg;Wd Sdng;BrkFace;TA;CBlock;1367.0;GasA;1375;0;1375;1;0;2;1;5;1;Attchd;1954.0;2.0;451.0;30;0;0;0;0;;;0;6;2006;140000
2585;535304020;RL;66.0;12778;Pave;Inside;NAmes;1Fam;1Story;5;6;1952;2003;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1008.0;GasA;1008;0;1008;1;0;2;1;4;0;Attchd;1952.0;1.0;280.0;154;0;0;0;0;MnPrv;;0;1;2006;139500
2586;535305120;RL;75.0;10170;Pave;Corner;NAmes;1Fam;1Story;6;6;1951;1951;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;216.0;GasA;1575;0;1575;1;1;2;1;5;1;Attchd;1951.0;2.0;400.0;0;0;0;0;0;;;0;6;2006;155000
2587;535325130;RL;55.0;7700;Pave;Inside;NAmes;1Fam;SLvl;5;7;1956;1956;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;301.0;GasA;1145;0;1145;1;0;3;1;6;0;Detchd;1993.0;2.0;684.0;0;0;0;0;0;GdWo;;0;9;2006;127000
2588;535325340;RL;65.0;11050;Pave;Inside;NAmes;1Fam;1Story;5;5;1956;1956;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1005.0;GasA;1005;0;1005;1;0;2;1;6;1;Attchd;1956.0;1.0;319.0;0;0;0;288;0;;;0;7;2006;133500
2589;535325350;RL;80.0;13600;Pave;Inside;NAmes;1Fam;1Story;5;6;1955;1955;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1056.0;GasA;1056;0;1056;1;1;3;1;6;0;Attchd;1955.0;1.0;300.0;0;0;0;0;0;MnPrv;Shed;650;11;2006;125000
2590;535325450;RL;85.0;15428;Pave;Inside;NAmes;1Fam;1Story;5;6;1951;1991;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;884.0;GasA;884;0;884;1;0;2;1;4;0;Attchd;1951.0;1.0;270.0;0;0;0;195;0;;;0;6;2006;142000
2591;535325460;RL;118.0;21299;Pave;Inside;NAmes;1Fam;1Story;7;5;1941;1963;Hip;WdShake;BrkFace;BrkFace;Gd;CBlock;929.0;GasA;2039;0;2039;1;1;3;1;7;3;2Types;1941.0;3.0;791.0;0;90;0;0;0;;;0;12;2006;167000
2592;535327210;RL;70.0;13300;Pave;Inside;NAmes;1Fam;1Story;5;5;1956;2001;Hip;CompShg;Wd Sdng;VinylSd;TA;CBlock;1015.0;GasA;1384;0;1384;1;0;2;1;6;0;Attchd;2001.0;2.0;896.0;0;0;323;0;0;;Shed;400;6;2006;159000
2593;535353180;RL;94.0;22136;Pave;Inside;OldTown;2fmCon;1.5Fin;5;5;1925;1975;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;2171.0;GasA;1392;1248;2640;2;1;5;1;10;1;Attchd;1977.0;3.0;1008.0;48;148;0;0;0;;;0;7;2006;180000
2594;535354130;RL;50.0;7500;Pave;Inside;NAmes;1Fam;1.5Fin;6;6;1947;1950;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;784.0;GasA;900;412;1312;1;1;3;1;6;0;Detchd;1953.0;2.0;649.0;28;0;0;0;0;;;0;10;2006;127000
2595;535355100;RL;50.0;7000;Pave;Corner;OldTown;1Fam;1.5Fin;6;6;1924;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;617.0;GasA;865;445;1310;2;0;2;1;6;0;Attchd;1924.0;1.0;398.0;0;126;0;0;0;;;0;5;2006;112000
2596;535375040;RL;60.0;10410;Pave;Inside;OldTown;1Fam;1Story;3;8;1930;2001;Gable;CompShg;VinylSd;VinylSd;TA;PConc;713.0;GasA;713;0;713;1;0;2;1;5;0;Detchd;1936.0;1.0;371.0;75;161;0;0;0;;;0;10;2006;99800
2597;535376090;RL;90.0;5400;Pave;Inside;OldTown;1Fam;1Story;5;7;1954;2000;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;833.0;GasA;833;0;833;1;0;2;1;4;0;Detchd;1955.0;1.0;326.0;0;0;0;0;0;MnPrv;;0;8;2006;117000
2598;535376100;RL;60.0;5400;Pave;Corner;OldTown;1Fam;1Story;5;6;1921;1968;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1073.0;GasA;1073;0;1073;1;0;2;1;4;0;Detchd;1968.0;1.0;326.0;0;112;0;0;0;;;0;12;2006;108480
2599;535377070;RL;60.0;10914;Pave;Inside;NAmes;1Fam;1Story;3;3;1929;1950;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;715.0;GasA;715;0;715;1;0;2;1;4;0;Detchd;1967.0;2.0;660.0;0;75;0;112;0;;;0;8;2006;68000
2600;535377100;RL;60.0;7008;Pave;Corner;OldTown;1Fam;1.5Fin;4;8;1900;1998;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;448.0;GasA;448;272;720;1;0;1;1;5;0;Attchd;1900.0;1.0;280.0;0;70;0;0;0;;;0;3;2006;86900
2601;535379100;RL;60.0;10800;Pave;Inside;OldTown;1Fam;1Story;5;6;1920;1950;Hip;CompShg;Stucco;Stucco;TA;BrkTil;1120.0;GasA;1130;0;1130;1;0;2;1;5;1;Detchd;1970.0;2.0;720.0;0;0;0;0;0;;;0;6;2006;120000
2602;535380010;RL;60.0;7200;Pave;Inside;OldTown;1Fam;2Story;6;8;1915;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;663.0;GasA;774;821;1595;2;0;3;1;7;1;Detchd;1974.0;2.0;528.0;0;231;0;0;0;;;0;4;2006;155500
2603;535380130;RL;60.0;10818;Pave;Inside;OldTown;1Fam;1.5Fin;4;4;1910;1950;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;1077.0;GasA;981;779;1760;1;1;4;1;7;1;Detchd;1935.0;2.0;648.0;0;96;0;0;0;;;0;2;2006;80000
2604;535381060;RL;60.0;10410;Pave;Corner;OldTown;1Fam;1.5Fin;3;4;1915;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;672.0;GasA;694;520;1214;1;0;3;1;6;0;Detchd;1998.0;3.0;936.0;0;160;0;0;0;MnPrv;;0;1;2006;105000
2605;535382020;RL;60.0;10800;Pave;Corner;OldTown;2fmCon;1.5Fin;5;4;1900;1970;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;954.0;GasA;1766;648;2414;2;0;3;2;10;1;Attchd;1970.0;2.0;520.0;0;0;0;0;0;;;0;5;2006;160000
2606;535382130;RL;60.0;10800;Pave;Inside;OldTown;1Fam;1.5Fin;5;8;1936;1989;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;796.0;GasA;1096;370;1466;2;0;3;1;7;1;Attchd;1950.0;2.0;566.0;21;0;0;0;0;;Shed;500;4;2006;170000
2607;535401140;RL;84.0;8658;Pave;Inside;NAmes;1Fam;1Story;6;5;1965;1965;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1088.0;GasA;1324;0;1324;2;0;3;1;6;1;Attchd;1965.0;2.0;440.0;138;0;0;0;0;GdWo;;0;12;2006;160000
2608;535402070;RL;85.0;13400;Pave;Inside;NAmes;1Fam;SLvl;5;5;1966;1966;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1024.0;GasA;1086;0;1086;1;0;3;1;6;1;Attchd;1966.0;2.0;484.0;0;0;0;0;0;GdWo;;0;6;2006;159950
2609;535402100;RL;83.0;10184;Pave;Inside;NAmes;1Fam;SLvl;6;5;1963;1963;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1083.0;GasA;1146;0;1146;1;0;3;1;6;1;Attchd;1963.0;1.0;294.0;75;0;0;0;0;;;0;6;2006;165000
2610;535402220;RL;77.0;9786;Pave;Inside;NAmes;1Fam;1.5Fin;6;7;1962;1981;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;912.0;GasA;1085;649;1734;1;1;3;1;7;1;Attchd;1962.0;2.0;440.0;0;0;0;128;0;GdPrv;;0;6;2006;159000
2611;535402230;RL;77.0;9510;Pave;Inside;NAmes;1Fam;1Story;6;5;1962;1985;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1135.0;GasA;1207;0;1207;1;1;3;1;6;0;Attchd;1962.0;1.0;264.0;240;0;0;0;0;;;0;5;2006;147000
2612;535403040;RL;66.0;7800;Pave;Inside;NAmes;1Fam;1Story;5;5;1964;1964;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;912.0;GasA;912;0;912;1;0;2;1;5;0;Attchd;1964.0;1.0;288.0;0;0;0;0;0;;;0;11;2006;115000
2613;535403150;RL;79.0;8910;Pave;Corner;NAmes;1Fam;1Story;6;6;1959;1959;Hip;CompShg;BrkFace;BrkFace;TA;CBlock;655.0;GasA;1194;0;1194;1;0;3;1;6;1;BuiltIn;1954.0;2.0;539.0;0;192;0;0;0;;;0;7;2006;159500
2614;535403200;RL;60.0;7332;Pave;Inside;NAmes;1Fam;1Story;6;6;1959;1959;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;864.0;GasA;864;0;864;1;0;2;1;4;0;Attchd;1959.0;1.0;288.0;0;0;0;0;0;;;0;10;2006;120000
2615;535404080;RL;73.0;7100;Pave;Corner;NAmes;1Fam;1Story;5;7;1957;1957;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;816.0;GasA;816;0;816;1;0;2;1;5;0;Detchd;1957.0;1.0;308.0;0;0;0;0;0;;;0;7;2006;129900
2616;535425040;RL;80.0;10800;Pave;Inside;NAmes;1Fam;1Story;6;6;1961;1992;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1313.0;GasA;1773;0;1773;2;0;3;1;6;2;Attchd;1961.0;2.0;418.0;98;0;0;144;0;;;0;8;2006;183000
2617;535425050;RL;86.0;11650;Pave;Corner;NAmes;1Fam;1Story;7;5;1959;1959;Hip;CompShg;Plywood;Plywood;TA;Slab;0.0;GasA;1472;0;1472;2;0;2;1;5;1;Attchd;1959.0;2.0;484.0;68;0;0;227;0;;;0;6;2006;157500
2618;535425080;RL;;18275;Pave;Inside;NAmes;1Fam;2Story;7;8;1962;1998;Gable;CompShg;Plywood;Plywood;TA;CBlock;1438.0;GasA;1900;548;2448;3;0;3;1;9;2;Attchd;1962.0;2.0;441.0;102;0;0;0;0;;;0;9;2006;277500
2619;535426195;RL;47.0;16321;Pave;CulDSac;NAmes;1Fam;1Story;5;6;1957;1997;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1484.0;GasA;1600;0;1600;1;0;2;1;6;2;Attchd;1957.0;1.0;319.0;258;0;0;0;0;;;0;12;2006;207500
2620;535450100;RL;60.0;12144;Pave;Inside;NAmes;1Fam;1.5Fin;4;6;1950;1950;Gable;CompShg;BrkComm;Wd Sdng;TA;CBlock;910.0;GasA;910;611;1521;1;1;3;1;6;0;Detchd;1950.0;1.0;597.0;0;168;0;0;0;;;0;9;2006;147500
2621;535450180;RL;60.0;10800;Pave;Inside;NAmes;1Fam;1.5Fin;4;4;1949;1950;Gable;CompShg;AsbShng;AsbShng;TA;CBlock;720.0;GasA;720;472;1192;1;1;4;1;6;0;;;0.0;0.0;0;0;0;0;0;;;0;12;2006;135000
2622;535451190;RL;60.0;7200;Pave;Inside;NAmes;1Fam;1Story;5;7;1950;1950;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;0.0;GasA;1040;0;1040;1;0;2;1;5;0;Detchd;1950.0;2.0;625.0;0;0;0;0;0;;;0;6;2006;109500
2623;535451210;RL;60.0;7200;Pave;Inside;NAmes;1Fam;1Story;4;5;1950;1950;Gable;CompShg;BrkFace;Wd Sdng;TA;Slab;0.0;GasA;1040;0;1040;1;0;2;1;4;0;Detchd;1950.0;2.0;420.0;29;0;0;0;0;;;0;7;2006;109900
2624;535453160;RL;70.0;7560;Pave;Inside;NAmes;1Fam;1Story;5;5;1959;1959;Gable;CompShg;BrkFace;Wd Sdng;TA;CBlock;1040.0;GasA;1040;0;1040;1;0;3;1;6;0;Attchd;1959.0;1.0;286.0;0;252;0;0;0;GdWo;;0;7;2006;133700
2625;535454030;RL;60.0;8544;Pave;Corner;NAmes;Duplex;1Story;3;4;1950;1950;Gable;CompShg;BrkFace;Stone;TA;Slab;0.0;Wall;1040;0;1040;2;0;2;2;6;0;Detchd;1950.0;2.0;400.0;0;0;0;0;0;;;0;12;2006;81400
2626;535454050;RL;;8544;Pave;Inside;NAmes;Duplex;1Story;3;4;1949;1950;Gable;CompShg;Stucco;Stucco;TA;Slab;0.0;Wall;1040;0;1040;2;0;2;2;6;0;Detchd;1949.0;2.0;400.0;0;0;0;0;0;;;0;5;2006;87500
2627;535454060;RL;60.0;8544;Pave;Inside;NAmes;Duplex;1Story;3;4;1950;1950;Gable;CompShg;Stucco;Stone;TA;CBlock;0.0;GasA;1040;0;1040;2;0;2;2;6;0;Detchd;1949.0;2.0;400.0;0;0;0;0;0;;;0;7;2006;93500
2628;535456010;RL;75.0;8512;Pave;Corner;NAmes;Duplex;1Story;5;5;1960;1960;Hip;CompShg;BrkFace;BrkFace;TA;CBlock;1556.0;GasA;1556;0;1556;2;0;4;2;8;0;;;0.0;0.0;0;0;0;0;0;;;0;9;2006;119000
2629;535456020;RL;70.0;7945;Pave;Inside;NAmes;1Fam;1Story;5;6;1959;1959;Gable;CompShg;BrkFace;Wd Sdng;TA;CBlock;1150.0;GasA;1150;0;1150;1;0;3;1;6;0;Attchd;1959.0;1.0;300.0;0;0;0;0;0;;;0;5;2006;141000
2630;535457070;RL;70.0;7000;Pave;Inside;NAmes;1Fam;1Story;5;4;1961;1961;Hip;CompShg;BrkFace;BrkFace;TA;CBlock;1150.0;GasA;1150;0;1150;1;0;3;1;6;0;Attchd;1961.0;1.0;288.0;0;0;0;162;0;;;0;7;2006;146000
2631;535477060;RL;69.0;7590;Pave;Inside;NAmes;1Fam;2Story;6;5;1966;1966;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;660.0;GasA;660;688;1348;1;1;3;1;6;1;Attchd;1966.0;2.0;453.0;108;0;0;0;0;;;0;7;2006;155000
2632;535478010;RL;69.0;10205;Pave;Inside;NAmes;1Fam;SFoyer;5;5;1962;1962;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;925.0;GasA;999;0;999;1;0;3;1;6;0;Attchd;1962.0;1.0;300.0;72;0;0;0;0;;;0;5;2006;134500
2633;535478070;RL;74.0;7400;Pave;Corner;NAmes;1Fam;1Story;7;6;1962;1962;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1045.0;GasA;1045;0;1045;1;0;3;1;6;0;Detchd;1962.0;2.0;528.0;0;0;0;0;0;;;0;3;2006;120000
2634;535478090;RL;70.0;7000;Pave;Inside;NAmes;1Fam;1Story;5;6;1962;1962;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;864.0;GasA;864;0;864;1;0;3;1;5;0;Attchd;1962.0;1.0;336.0;0;0;0;0;0;GdWo;;0;2;2006;105000
2635;535478110;RL;70.0;7000;Pave;Inside;NAmes;2fmCon;SFoyer;5;5;1962;1962;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1025.0;GasA;1025;0;1025;1;0;3;1;6;0;;;0.0;0.0;80;0;0;0;0;;;0;3;2006;124000
2636;902100110;RM;62.0;9856;Pave;Corner;OldTown;1Fam;2Story;5;8;1900;2005;Hip;CompShg;CemntBd;CmentBd;Gd;PConc;716.0;GasA;1007;1007;2014;2;0;5;1;8;0;Detchd;1900.0;2.0;624.0;72;167;0;0;0;;;0;6;2006;169000
2637;902100130;RM;57.0;9906;Pave;Inside;OldTown;1Fam;2Story;4;4;1925;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;686.0;GasA;810;518;1328;1;0;3;1;8;0;Detchd;1940.0;1.0;210.0;172;60;0;0;0;;;0;9;2006;107000
2638;902101050;RM;60.0;9600;Pave;Inside;OldTown;1Fam;1.5Fin;5;6;1948;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1212.0;GasA;1226;442;1668;1;0;3;1;6;0;Detchd;1948.0;1.0;240.0;0;140;0;0;0;;;0;5;2006;135000
2639;902103090;RM;60.0;5520;Pave;Corner;OldTown;1Fam;1.5Fin;4;6;1920;1980;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1147.0;GasA;1147;510;1657;1;0;4;1;9;1;Detchd;1920.0;1.0;162.0;0;0;0;0;0;;;0;7;2006;111500
2640;902104020;RM;60.0;9600;Pave;Inside;OldTown;1Fam;1.5Fin;6;8;1900;2004;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;780.0;GasA;940;476;1416;1;0;3;1;7;0;Detchd;1956.0;2.0;400.0;24;0;0;0;0;;;0;6;2006;156500
2641;902106040;RM;60.0;9600;Pave;Inside;OldTown;1Fam;2Story;7;7;1925;1990;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;728.0;GasA;832;809;1641;1;1;3;1;6;1;Detchd;1925.0;2.0;546.0;0;234;0;0;0;;;0;8;2006;178000
2642;902106090;RM;58.0;6451;Pave;Inside;OldTown;1Fam;2Story;7;7;1900;1970;Gable;CompShg;AsbShng;Wd Sdng;TA;Stone;712.0;GasA;848;580;1428;1;0;4;1;7;0;Detchd;1985.0;2.0;576.0;0;84;0;0;0;;;0;5;2006;139900
2643;902108060;RM;66.0;3960;Pave;Inside;OldTown;1Fam;2Story;7;8;1930;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;502.0;GasA;502;502;1004;1;0;2;1;5;1;Detchd;1930.0;1.0;200.0;0;68;0;0;0;MnPrv;;0;7;2006;105000
2644;902109010;RM;70.0;5684;Pave;Inside;OldTown;1Fam;1Story;6;8;1930;2005;Hip;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;813.0;GasA;813;0;813;1;0;2;1;5;0;Detchd;1932.0;1.0;270.0;113;0;0;0;0;;;0;6;2006;110000
2645;902110120;RM;56.0;7745;Pave;Inside;OldTown;2fmCon;1.5Fin;4;6;1900;1950;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;938.0;GasA;1084;867;1951;2;0;4;2;9;0;Detchd;1993.0;2.0;576.0;6;28;0;0;0;;;0;4;2006;111500
